scheme_code,scheme_name,amc,category
139619,Taurus Investor Education Pool (Greater than 3 yrs),Taurus Asset Management Company Limited,Money Market
139634,ICICI Prudential Fixed Maturity Plan - Series 79 - 1125 Days Plan H,ICICI Prudential Asset Management Company Limited,Income
139635,ICICI Prudential Fixed Maturity Plan - Series 79 - 1125 Days Plan H,ICICI Prudential Asset Management Company Limited,Income
139636,ICICI Prudential Fixed Maturity Plan - Series 79 - 1125 Days Plan H,ICICI Prudential Asset Management Company Limited,Income
139637,ICICI Prudential Fixed Maturity Plan - Series 79 - 1125 Days Plan H,ICICI Prudential Asset Management Company Limited,Income
139638,ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan I,ICICI Prudential Asset Management Company Limited,Income
139639,ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan I,ICICI Prudential Asset Management Company Limited,Income
139640,ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan I,ICICI Prudential Asset Management Company Limited,Income
139641,ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan I,ICICI Prudential Asset Management Company Limited,Income
139642,ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan J,ICICI Prudential Asset Management Company Limited,Income
139643,ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan J,ICICI Prudential Asset Management Company Limited,Income
139644,ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan J,ICICI Prudential Asset Management Company Limited,Income
139645,ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan J,ICICI Prudential Asset Management Company Limited,Income
139646,UTI - Money Market Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Money Market Fund
139651,Nippon India Fixed Horizon Fund XXXI- Series 8,Nippon Life India Asset Management Limited,Income
139652,Nippon India Fixed Horizon Fund XXXI- Series 8,Nippon Life India Asset Management Limited,Income
139653,Nippon India Fixed Horizon Fund XXXI- Series 8,Nippon Life India Asset Management Limited,Income
139654,Nippon India Fixed Horizon Fund XXXI- Series 8,Nippon Life India Asset Management Limited,Income
139679,Nippon India Aggressive Hybrid Fund (Existing Number of Segregated Portfolios - 2),Nippon Life India Asset Management Limited,Hybrid Scheme - Aggressive Hybrid Fund
139680,Nippon India Aggressive Hybrid Fund (Existing Number of Segregated Portfolios - 2),Nippon Life India Asset Management Limited,Hybrid Scheme - Aggressive Hybrid Fund
139697,ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan L,ICICI Prudential Asset Management Company Limited,Income
139698,ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan L,ICICI Prudential Asset Management Company Limited,Income
139699,ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan L,ICICI Prudential Asset Management Company Limited,Income
139700,ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan L,ICICI Prudential Asset Management Company Limited,Income
139701,ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan K,ICICI Prudential Asset Management Company Limited,Income
139702,ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan K,ICICI Prudential Asset Management Company Limited,Income
139703,ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan K,ICICI Prudential Asset Management Company Limited,Income
139704,ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan K,ICICI Prudential Asset Management Company Limited,Income
139709,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III,Sundaram Asset Management Company Ltd,ELSS
139710,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III,Sundaram Asset Management Company Ltd,ELSS
139711,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III,Sundaram Asset Management Company Ltd,ELSS
139712,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III,Sundaram Asset Management Company Ltd,ELSS
139733,Nippon India Fixed Horizon Fund XXXI Series 9,Nippon Life India Asset Management Limited,Income
139734,Nippon India Fixed Horizon Fund XXXI Series 9,Nippon Life India Asset Management Limited,Income
139735,Nippon India Fixed Horizon Fund XXXI Series 9,Nippon Life India Asset Management Limited,Income
139736,Nippon India Fixed Horizon Fund XXXI Series 9,Nippon Life India Asset Management Limited,Income
139747,ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan M,ICICI Prudential Asset Management Company Limited,Income
139748,ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan M,ICICI Prudential Asset Management Company Limited,Income
139749,ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan M,ICICI Prudential Asset Management Company Limited,Income
139750,ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan M,ICICI Prudential Asset Management Company Limited,Income
139751,ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan N,ICICI Prudential Asset Management Company Limited,Income
139752,ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan N,ICICI Prudential Asset Management Company Limited,Income
139753,ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan N,ICICI Prudential Asset Management Company Limited,Income
139754,ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan N,ICICI Prudential Asset Management Company Limited,Income
139759,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O,ICICI Prudential Asset Management Company Limited,Income
139760,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O,ICICI Prudential Asset Management Company Limited,Income
139761,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O,ICICI Prudential Asset Management Company Limited,Income
139762,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O,ICICI Prudential Asset Management Company Limited,Income
139763,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days,ICICI Prudential Asset Management Company Limited,Income
139764,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days,ICICI Prudential Asset Management Company Limited,Income
139765,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days,ICICI Prudential Asset Management Company Limited,Income
139766,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days,ICICI Prudential Asset Management Company Limited,Income
139780,Mahindra Manulife ELSS Tax Saver Fund,Mahindra Manulife Investment Management Pvt Ltd,Equity Scheme - ELSS
139781,Mahindra Manulife ELSS Tax Saver Fund,Mahindra Manulife Investment Management Pvt Ltd,Equity Scheme - ELSS
139782,Mahindra Manulife ELSS Tax Saver Fund,Mahindra Manulife Investment Management Pvt Ltd,Equity Scheme - ELSS
139783,Mahindra Manulife ELSS Tax Saver Fund,Mahindra Manulife Investment Management Pvt Ltd,Equity Scheme - ELSS
139796,Reliance Fixed Horizon Fund XXXI- Series 11,Nippon Life India Asset Management Limited,Income
139797,Reliance Fixed Horizon Fund XXXI- Series 11,Nippon Life India Asset Management Limited,Income
139798,Reliance Fixed Horizon Fund XXXI- Series 11,Nippon Life India Asset Management Limited,Income
139799,Reliance Fixed Horizon Fund XXXI- Series 11,Nippon Life India Asset Management Limited,Income
139820,PGIM India Aggressive Hybrid Equity Fund,PGIM India Asset Management Private Limite,Hybrid Scheme - Aggressive Hybrid Fund
139821,PGIM India Aggressive Hybrid Equity Fund,PGIM India Asset Management Private Limite,Hybrid Scheme - Aggressive Hybrid Fund
139822,PGIM India Aggressive Hybrid Equity Fund,PGIM India Asset Management Private Limite,Hybrid Scheme - Aggressive Hybrid Fund
139823,PGIM India Aggressive Hybrid Equity Fund,PGIM India Asset Management Private Limite,Hybrid Scheme - Aggressive Hybrid Fund
139838,UTI - Liquid Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Liquid Fund
139839,BANDHAN Nifty 50 ETF,Bandhan AMC Limited,Other Scheme - Other  ETFs
139840,BANDHAN BSE Sensex ETF,Bandhan AMC Limited,Other Scheme - Other  ETFs
139841,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P,ICICI Prudential Asset Management Company Limited,Income
139842,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P,ICICI Prudential Asset Management Company Limited,Income
139843,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P,ICICI Prudential Asset Management Company Limited,Income
139844,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P,ICICI Prudential Asset Management Company Limited,Income
139845,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan Q,ICICI Prudential Asset Management Company Limited,Income
139846,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan Q,ICICI Prudential Asset Management Company Limited,Income
139847,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan Q,ICICI Prudential Asset Management Company Limited,Income
139848,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan Q,ICICI Prudential Asset Management Company Limited,Income
139849,Nippon India Fixed Horizon Fund XXXI- Series 13,Nippon Life India Asset Management Limited,Income
139850,Nippon India Fixed Horizon Fund XXXI- Series 13,Nippon Life India Asset Management Limited,Income
139851,Nippon India Fixed Horizon Fund XXXI- Series 13,Nippon Life India Asset Management Limited,Income
139852,Nippon India Fixed Horizon Fund XXXI- Series 13,Nippon Life India Asset Management Limited,Income
139859,UTI - Capital Protection Oriented Scheme - Series VIII-II (1831 Days),UTI Asset Mgmt. Co. Ltd.,Income
139860,UTI - Capital Protection Oriented Scheme - Series VIII-II (1831 Days),UTI Asset Mgmt. Co. Ltd.,Income
139861,UTI - Capital Protection Oriented Scheme - Series VIII-II (1831 Days),UTI Asset Mgmt. Co. Ltd.,Income
139862,UTI - Capital Protection Oriented Scheme - Series VIII-II (1831 Days),UTI Asset Mgmt. Co. Ltd.,Income
139863,Motilal Oswal Balanced Advantage Fund,Motilal Oswal Asset Management Company Limited,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
139865,Motilal Oswal Balanced Advantage Fund,Motilal Oswal Asset Management Company Limited,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
139866,Motilal Oswal Balanced Advantage Fund,Motilal Oswal Asset Management Company Limited,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
139870,Motilal Oswal Balanced Advantage Fund,Motilal Oswal Asset Management Company Limited,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
139871,Motilal Oswal Balanced Advantage Fund,Motilal Oswal Asset Management Company Limited,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
139872,Motilal Oswal Balanced Advantage Fund,Motilal Oswal Asset Management Company Limited,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
139885,Kotak FMP Series 198 (1102 days),Kotak Mahindra Asset Management Company Limited.,Income
139886,Kotak FMP Series 198 (1102 days),Kotak Mahindra Asset Management Company Limited.,Income
139887,Kotak FMP Series 198 (1102 days),Kotak Mahindra Asset Management Company Limited.,Income
139888,Kotak FMP Series 198 (1102 days),Kotak Mahindra Asset Management Company Limited.,Income
139889,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Liquid Fund
139890,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Liquid Fund
139891,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Liquid Fund
139892,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Liquid Fund
139913,ICICI Prudential Fixed Maturity Plan - Series 79 - 93 Days Plan X,ICICI Prudential Asset Management Company Limited,Income
139914,ICICI Prudential Fixed Maturity Plan - Series 79 - 93 Days Plan X,ICICI Prudential Asset Management Company Limited,Income
139915,ICICI Prudential Fixed Maturity Plan - Series 79 - 93 Days Plan X,ICICI Prudential Asset Management Company Limited,Income
139916,ICICI Prudential Fixed Maturity Plan - Series 79 - 93 Days Plan X,ICICI Prudential Asset Management Company Limited,Income
139917,ICICI Prudential Fixed Maturity Plan - Series 79 - 181 Days Plan Y,ICICI Prudential Asset Management Company Limited,Income
139918,ICICI Prudential Fixed Maturity Plan - Series 79 - 181 Days Plan Y,ICICI Prudential Asset Management Company Limited,Income
139919,ICICI Prudential Fixed Maturity Plan - Series 79 - 181 Days Plan Y,ICICI Prudential Asset Management Company Limited,Income
139920,ICICI Prudential Fixed Maturity Plan - Series 79 - 181 Days Plan Y,ICICI Prudential Asset Management Company Limited,Income
139921,ICICI Prudential Fixed Maturity Plan - Series 79 - 1408 Days Plan U,ICICI Prudential Asset Management Company Limited,Income
139922,ICICI Prudential Fixed Maturity Plan - Series 79 - 1408 Days Plan U,ICICI Prudential Asset Management Company Limited,Income
139923,ICICI Prudential Fixed Maturity Plan - Series 79 - 1408 Days Plan U,ICICI Prudential Asset Management Company Limited,Income
139924,ICICI Prudential Fixed Maturity Plan - Series 79 - 1408 Days Plan U,ICICI Prudential Asset Management Company Limited,Income
139925,ICICI Prudential Fixed Maturity Plan - Series 79 - 1114 Days Plan V,ICICI Prudential Asset Management Company Limited,Income
139926,ICICI Prudential Fixed Maturity Plan - Series 79 - 1114 Days Plan V,ICICI Prudential Asset Management Company Limited,Income
139927,ICICI Prudential Fixed Maturity Plan - Series 79 - 1114 Days Plan V,ICICI Prudential Asset Management Company Limited,Income
139928,ICICI Prudential Fixed Maturity Plan - Series 79 - 1114 Days Plan V,ICICI Prudential Asset Management Company Limited,Income
139929,ICICI Prudential Fixed Maturity Plan - Series 79 - 1119 Days Plan W,ICICI Prudential Asset Management Company Limited,Income
139930,ICICI Prudential Fixed Maturity Plan - Series 79 - 1119 Days Plan W,ICICI Prudential Asset Management Company Limited,Income
139931,ICICI Prudential Fixed Maturity Plan - Series 79 - 1119 Days Plan W,ICICI Prudential Asset Management Company Limited,Income
139932,ICICI Prudential Fixed Maturity Plan - Series 79 - 1119 Days Plan W,ICICI Prudential Asset Management Company Limited,Income
139933,ICICI Prudential Fixed Maturity Plan - Series 79 - 1406 Days Plan R,ICICI Prudential Asset Management Company Limited,Income
139934,ICICI Prudential Fixed Maturity Plan - Series 79 - 1406 Days Plan R,ICICI Prudential Asset Management Company Limited,Income
139935,ICICI Prudential Fixed Maturity Plan - Series 79 - 1406 Days Plan R,ICICI Prudential Asset Management Company Limited,Income
139936,ICICI Prudential Fixed Maturity Plan - Series 79 - 1406 Days Plan R,ICICI Prudential Asset Management Company Limited,Income
139937,ICICI Prudential Fixed Maturity Plan - Series 79 - 1399 Days Plan S,ICICI Prudential Asset Management Company Limited,Income
139938,ICICI Prudential Fixed Maturity Plan - Series 79 - 1399 Days Plan S,ICICI Prudential Asset Management Company Limited,Income
139939,ICICI Prudential Fixed Maturity Plan - Series 79 - 1399 Days Plan S,ICICI Prudential Asset Management Company Limited,Income
139940,ICICI Prudential Fixed Maturity Plan - Series 79 - 1399 Days Plan S,ICICI Prudential Asset Management Company Limited,Income
139941,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T,ICICI Prudential Asset Management Company Limited,Income
139942,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T,ICICI Prudential Asset Management Company Limited,Income
139943,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T,ICICI Prudential Asset Management Company Limited,Income
139944,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T,ICICI Prudential Asset Management Company Limited,Income
139963,Nippon India Fixed Horizon Fund XXXI- Series 15,Nippon Life India Asset Management Limited,Income
139964,Nippon India Fixed Horizon Fund XXXI- Series 15,Nippon Life India Asset Management Limited,Income
139965,Nippon India Fixed Horizon Fund XXXI- Series 15,Nippon Life India Asset Management Limited,Income
139966,Nippon India Fixed Horizon Fund XXXI- Series 15,Nippon Life India Asset Management Limited,Income
139985,UTI - Capital Protection Oriented Scheme - Series VIII-III (1281 Days),UTI Asset Mgmt. Co. Ltd.,Income
139986,UTI - Capital Protection Oriented Scheme - Series VIII-III (1281 Days),UTI Asset Mgmt. Co. Ltd.,Income
139987,UTI - Capital Protection Oriented Scheme - Series VIII-III (1281 Days),UTI Asset Mgmt. Co. Ltd.,Income
139988,UTI - Capital Protection Oriented Scheme - Series VIII-III (1281 Days),UTI Asset Mgmt. Co. Ltd.,Income
139989,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV,Sundaram Asset Management Company Ltd,ELSS
139990,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV,Sundaram Asset Management Company Ltd,ELSS
139991,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV,Sundaram Asset Management Company Ltd,ELSS
139992,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV,Sundaram Asset Management Company Ltd,ELSS
139993,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C - 1387 Days,ICICI Prudential Asset Management Company Limited,Income
139994,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C - 1387 Days,ICICI Prudential Asset Management Company Limited,Income
139995,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C - 1387 Days,ICICI Prudential Asset Management Company Limited,Income
139996,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C - 1387 Days,ICICI Prudential Asset Management Company Limited,Income
140019,ICICI Prudential Fixed Maturity Plan - Series 80 - 1100 Days Plan A,ICICI Prudential Asset Management Company Limited,Income
140020,ICICI Prudential Fixed Maturity Plan - Series 80 - 1100 Days Plan A,ICICI Prudential Asset Management Company Limited,Income
140021,ICICI Prudential Fixed Maturity Plan - Series 80 - 1100 Days Plan A,ICICI Prudential Asset Management Company Limited,Income
140022,ICICI Prudential Fixed Maturity Plan - Series 80 - 1100 Days Plan A,ICICI Prudential Asset Management Company Limited,Income
140023,UTI - Money Market Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Money Market Fund
140024,UTI - Liquid Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Liquid Fund
140025,ICICI Prudential Fixed Maturity Plan - Series 80 - 1107 Days Plan B,ICICI Prudential Asset Management Company Limited,Income
140026,ICICI Prudential Fixed Maturity Plan - Series 80 - 1107 Days Plan B,ICICI Prudential Asset Management Company Limited,Income
140027,ICICI Prudential Fixed Maturity Plan - Series 80 - 1107 Days Plan B,ICICI Prudential Asset Management Company Limited,Income
140028,ICICI Prudential Fixed Maturity Plan - Series 80 - 1107 Days Plan B,ICICI Prudential Asset Management Company Limited,Income
140029,ICICI Prudential Value Fund - Series 9,ICICI Prudential Asset Management Company Limited,Growth
140030,ICICI Prudential Value Fund - Series 9,ICICI Prudential Asset Management Company Limited,Growth
140031,ICICI Prudential Value Fund - Series 9,ICICI Prudential Asset Management Company Limited,Growth
140032,ICICI Prudential Value Fund - Series 9,ICICI Prudential Asset Management Company Limited,Growth
140043,UTI - Long Term Advantage Fund Series IV,UTI Asset Mgmt. Co. Ltd.,ELSS
140044,UTI - Long Term Advantage Fund Series IV,UTI Asset Mgmt. Co. Ltd.,ELSS
140045,UTI - Long Term Advantage Fund Series IV,UTI Asset Mgmt. Co. Ltd.,ELSS
140046,UTI - Long Term Advantage Fund Series IV,UTI Asset Mgmt. Co. Ltd.,ELSS
140053,Nippon India Dual Advantage Fixed Tenure Fund X- Plan A,Nippon Life India Asset Management Limited,Income
140054,Nippon India Dual Advantage Fixed Tenure Fund X- Plan A,Nippon Life India Asset Management Limited,Income
140055,Nippon India Dual Advantage Fixed Tenure Fund X- Plan A,Nippon Life India Asset Management Limited,Income
140056,Nippon India Dual Advantage Fixed Tenure Fund X- Plan A,Nippon Life India Asset Management Limited,Income
140057,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days,ICICI Prudential Asset Management Company Limited,Income
140058,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days,ICICI Prudential Asset Management Company Limited,Income
140059,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days,ICICI Prudential Asset Management Company Limited,Income
140060,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days,ICICI Prudential Asset Management Company Limited,Income
140065,UTI - Capital Protection Oriented Scheme - Series VIII-IV (1996 Days),UTI Asset Mgmt. Co. Ltd.,Income
140066,UTI - Capital Protection Oriented Scheme - Series VIII-IV (1996 Days),UTI Asset Mgmt. Co. Ltd.,Income
140067,UTI - Capital Protection Oriented Scheme - Series VIII-IV (1996 Days),UTI Asset Mgmt. Co. Ltd.,Income
140068,UTI - Capital Protection Oriented Scheme - Series VIII-IV (1996 Days),UTI Asset Mgmt. Co. Ltd.,Income
140080,ICICI Prudential Fixed Maturity Plan - Series 80 - 1127 Days Plan C,ICICI Prudential Asset Management Company Limited,Income
140081,ICICI Prudential Fixed Maturity Plan - Series 80 - 1127 Days Plan C,ICICI Prudential Asset Management Company Limited,Income
140082,ICICI Prudential Fixed Maturity Plan - Series 80 - 1127 Days Plan C,ICICI Prudential Asset Management Company Limited,Income
140083,ICICI Prudential Fixed Maturity Plan - Series 80 - 1127 Days Plan C,ICICI Prudential Asset Management Company Limited,Income
140084,Nippon India ETF Nifty 50 BeES,Nippon Life India Asset Management Limited,Other Scheme - Other  ETFs
140085,Nippon India ETF Nifty Next 50 Junior BeES,Nippon Life India Asset Management Limited,Other Scheme - Other  ETFs
140086,Nippon India ETF Nifty 1D Rate Liquid BeES,Nippon Life India Asset Management Limited,Other Scheme - Other  ETFs
140087,Nippon India ETF Nifty Bank BeES,Nippon Life India Asset Management Limited,Other Scheme - Other  ETFs
140088,Nippon India ETF Gold BeES,Nippon Life India Asset Management Limited,Other Scheme - Gold ETF
140089,Nippon India ETF Nifty PSU Bank BeES,Nippon Life India Asset Management Limited,Other Scheme - Other  ETFs
140094,Nippon India ETF Nifty 50 Shariah BeES,Nippon Life India Asset Management Limited,Other Scheme - Other  ETFs
140095,Nippon India ETF Hang Seng BeES,Nippon Life India Asset Management Limited,Other Scheme - Other  ETFs
140102,Nippon India ETF Nifty Infrastructure BeES,Nippon Life India Asset Management Limited,Other Scheme - Other  ETFs
140107,CPSE ETF,Nippon Life India Asset Management Limited,Other Scheme - Other  ETFs
140108,ICICI Prudential Fixed Maturity Plan - Series 80 - 1248 Days Plan D,ICICI Prudential Asset Management Company Limited,Income
140109,ICICI Prudential Fixed Maturity Plan - Series 80 - 1248 Days Plan D,ICICI Prudential Asset Management Company Limited,Income
140110,ICICI Prudential Fixed Maturity Plan - Series 80 - 1248 Days Plan D,ICICI Prudential Asset Management Company Limited,Income
140111,ICICI Prudential Fixed Maturity Plan - Series 80 - 1248 Days Plan D,ICICI Prudential Asset Management Company Limited,Income
140116,UTI Banking & PSU Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Banking and PSU Fund
140121,UTI - FTIF Series XXV-Plan-X (1229 Days),UTI Asset Mgmt. Co. Ltd.,Income
140123,UTI - FTIF Series XXV-Plan-X (1229 Days),UTI Asset Mgmt. Co. Ltd.,Income
140124,UTI - FTIF Series XXV-Plan-X (1229 Days),UTI Asset Mgmt. Co. Ltd.,Income
140125,UTI - FTIF Series XXV-Plan-X (1229 Days),UTI Asset Mgmt. Co. Ltd.,Income
140126,UTI - FTIF Series XXV-Plan-X (1229 Days),UTI Asset Mgmt. Co. Ltd.,Income
140128,UTI - FTIF Series XXV-Plan-X (1229 Days),UTI Asset Mgmt. Co. Ltd.,Income
140129,UTI - FTIF Series XXV-Plan-X (1229 Days),UTI Asset Mgmt. Co. Ltd.,Income
140130,UTI - FTIF Series XXV-Plan-X (1229 Days),UTI Asset Mgmt. Co. Ltd.,Income
140131,ICICI Prudential Fixed Maturity Plan - Series 80 - 1105 Days Plan E,ICICI Prudential Asset Management Company Limited,Income
140132,ICICI Prudential Fixed Maturity Plan - Series 80 - 1105 Days Plan E,ICICI Prudential Asset Management Company Limited,Income
140133,ICICI Prudential Fixed Maturity Plan - Series 80 - 1105 Days Plan E,ICICI Prudential Asset Management Company Limited,Income
140134,ICICI Prudential Fixed Maturity Plan - Series 80 - 1105 Days Plan E,ICICI Prudential Asset Management Company Limited,Income
140135,UTI Banking & PSU Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Banking and PSU Fund
140140,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan A 2056 Days,ICICI Prudential Asset Management Company Limited,Income
140141,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan A 2056 Days,ICICI Prudential Asset Management Company Limited,Income
140142,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan A 2056 Days,ICICI Prudential Asset Management Company Limited,Income
140143,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan A 2056 Days,ICICI Prudential Asset Management Company Limited,Income
140148,Nippon India Dual Advantage Fixed Tenure Fund X- Plan B,Nippon Life India Asset Management Limited,Income
140149,Nippon India Dual Advantage Fixed Tenure Fund X- Plan B,Nippon Life India Asset Management Limited,Income
140150,Nippon India Dual Advantage Fixed Tenure Fund X- Plan B,Nippon Life India Asset Management Limited,Income
140151,Nippon India Dual Advantage Fixed Tenure Fund X- Plan B,Nippon Life India Asset Management Limited,Income
140152,Nippon India Fixed Horizon Fund XXXII- Series 1,Nippon Life India Asset Management Limited,Income
140153,Nippon India Fixed Horizon Fund XXXII- Series 1,Nippon Life India Asset Management Limited,Income
140154,Nippon India Fixed Horizon Fund XXXII- Series 1,Nippon Life India Asset Management Limited,Income
140155,Nippon India Fixed Horizon Fund XXXII- Series 1,Nippon Life India Asset Management Limited,Income
140156,Nippon India Fixed Horizon Fund XXXII- Series 2,Nippon Life India Asset Management Limited,Income
140157,Nippon India Fixed Horizon Fund XXXII- Series 2,Nippon Life India Asset Management Limited,Income
140158,Nippon India Fixed Horizon Fund XXXII- Series 2,Nippon Life India Asset Management Limited,Income
140159,Nippon India Fixed Horizon Fund XXXII- Series 2,Nippon Life India Asset Management Limited,Income
140160,Reliance Fixed Horizon Fund XXXII- Series 3,Nippon Life India Asset Management Limited,Income
140161,Reliance Fixed Horizon Fund XXXII- Series 3,Nippon Life India Asset Management Limited,Income
140162,Reliance Fixed Horizon Fund XXXII- Series 3,Nippon Life India Asset Management Limited,Income
140163,Reliance Fixed Horizon Fund XXXII- Series 3,Nippon Life India Asset Management Limited,Income
140164,Nippon India Fixed Horizon Fund XXXII- Series 4,Nippon Life India Asset Management Limited,Income
140165,Nippon India Fixed Horizon Fund XXXII- Series 4,Nippon Life India Asset Management Limited,Income
140166,Nippon India Fixed Horizon Fund XXXII- Series 4,Nippon Life India Asset Management Limited,Income
140167,Nippon India Fixed Horizon Fund XXXII- Series 4,Nippon Life India Asset Management Limited,Income
140168,UTI - Dual Advantage Fixed Term Fund Series IV-I (1279 Days),UTI Asset Mgmt. Co. Ltd.,Income
140169,UTI - Dual Advantage Fixed Term Fund Series IV-I (1279 Days),UTI Asset Mgmt. Co. Ltd.,Income
140170,UTI - Dual Advantage Fixed Term Fund Series IV-I (1279 Days),UTI Asset Mgmt. Co. Ltd.,Income
140171,UTI - Dual Advantage Fixed Term Fund Series IV-I (1279 Days),UTI Asset Mgmt. Co. Ltd.,Income
140172,Edelweiss Large & Mid Cap Fund,Edelweiss Asset Management Limited,Equity Scheme - Large & Mid Cap Fund
140173,Edelweiss Large & Mid Cap Fund,Edelweiss Asset Management Limited,Equity Scheme - Large & Mid Cap Fund
140174,Edelweiss Large & Mid Cap Fund,Edelweiss Asset Management Limited,Equity Scheme - Large & Mid Cap Fund
140175,Edelweiss Large & Mid Cap Fund,Edelweiss Asset Management Limited,Equity Scheme - Large & Mid Cap Fund
140176,Edelweiss Liquid Fund,Edelweiss Asset Management Limited,Debt Scheme - Liquid Fund
140177,Edelweiss Liquid Fund,Edelweiss Asset Management Limited,Debt Scheme - Liquid Fund
