transaction_id,investor_id,scheme_code,transaction_date,transaction_type,amount,state,kyc_status
TXN11624,INV01511,100089,2024-02-15,SIP,299646,Maharashtra,Verified
TXN11625,INV02549,100039,2024-11-12,SIP,115532,Maharashtra,Verified
TXN11626,INV01166,100086,2024-01-09,Redemption,492529,Delhi,Verified
TXN11627,INV04432,100050,2024-02-09,SIP,330435,Tamil Nadu,Verified
TXN11628,INV00876,100124,2024-09-21,SIP,94861,Maharashtra,Verified
TXN11629,INV03458,100044,2024-11-24,SIP,180951,Telangana,Verified
TXN11630,INV04379,100043,2024-10-27,SIP,432822,Tamil Nadu,Verified
TXN11631,INV01763,100088,2025-10-16,SIP,213466,Telangana,Verified
TXN11632,INV04496,100088,2024-02-08,SIP,404773,Tamil Nadu,Verified
TXN11633,INV00896,100125,2024-10-23,SIP,472510,Tamil Nadu,Verified
TXN11634,INV04886,100087,2025-03-06,SIP,266798,Telangana,Verified
TXN11635,INV01476,100034,2025-11-01,SIP,212052,Telangana,Verified
TXN11636,INV01126,100124,2025-06-26,SIP,127357,Karnataka,Verified
TXN11637,INV03407,100078,2025-09-29,SIP,432689,Maharashtra,Verified
TXN11638,INV01511,100038,2024-10-28,SIP,296578,Tamil Nadu,Verified
TXN11639,INV02775,100084,2025-02-25,SIP,211002,Karnataka,Verified
TXN11640,INV02487,100124,2025-08-24,SIP,80922,Tamil Nadu,Verified
TXN11641,INV03754,100046,2025-09-29,SIP,293719,Maharashtra,Verified
TXN11642,INV01584,100125,2025-06-06,SIP,423229,Delhi,Verified
TXN11643,INV00102,100033,2025-08-16,Lumpsum,388337,Tamil Nadu,Verified
TXN11644,INV02837,100064,2025-05-04,Lumpsum,86858,Maharashtra,Verified
TXN11645,INV03275,100084,2024-01-30,Lumpsum,7366,Delhi,Verified
TXN11646,INV00313,100041,2025-01-15,SIP,59905,Gujarat,Verified
TXN11647,INV03125,100033,2024-09-23,SIP,51937,Telangana,Verified
TXN11648,INV03826,100129,2025-11-29,SIP,100781,Tamil Nadu,Verified
TXN11649,INV04891,100128,2024-10-02,SIP,413215,Tamil Nadu,Verified
TXN11650,INV02786,100086,2025-03-06,SIP,355226,Telangana,Verified
TXN11651,INV01165,100063,2024-11-15,SIP,402314,Tamil Nadu,Verified
TXN11652,INV01335,100058,2025-11-21,SIP,147081,Karnataka,Verified
TXN11653,INV03754,100078,2025-02-03,Redemption,24163,Telangana,Verified
TXN11654,INV03936,100086,2024-02-05,Lumpsum,376825,Tamil Nadu,Verified
TXN11655,INV03355,100080,2025-07-26,Redemption,388161,Telangana,Verified
TXN11656,INV03107,100051,2025-03-22,Lumpsum,455318,Delhi,Verified
TXN11657,INV03625,100041,2024-11-01,SIP,404644,Karnataka,Verified
TXN11658,INV00716,100044,2024-05-19,Lumpsum,151184,Telangana,Verified
TXN11659,INV04523,100124,2024-01-17,SIP,491740,Maharashtra,Verified
TXN11660,INV01539,100127,2025-03-10,Lumpsum,186746,Maharashtra,Verified
TXN11661,INV02516,100057,2025-03-14,Lumpsum,76984,Delhi,Verified
TXN11662,INV01512,100042,2024-12-30,Lumpsum,144069,Delhi,Verified
TXN11663,INV00913,100033,2024-02-07,SIP,416499,Telangana,Verified
TXN11664,INV03787,100079,2024-02-14,SIP,212170,Delhi,Verified
TXN11665,INV00141,100084,2024-05-16,SIP,344479,Telangana,Verified
TXN11666,INV03499,100129,2024-07-12,Redemption,296141,Karnataka,Verified
TXN11667,INV01029,100082,2024-06-25,SIP,130853,Telangana,Verified
TXN11668,INV04498,100086,2025-11-07,SIP,153183,Delhi,Verified
TXN11669,INV04144,100050,2025-05-29,Lumpsum,60752,Delhi,Verified
TXN11670,INV01082,100037,2024-09-21,SIP,165385,Telangana,Verified
TXN11671,INV02036,100129,2024-03-28,Redemption,224947,Karnataka,Verified
TXN11672,INV04680,100125,2025-06-27,Lumpsum,205720,Gujarat,Verified
TXN11673,INV01205,100124,2025-06-14,SIP,318876,Karnataka,Verified
TXN11674,INV02493,100084,2025-05-13,SIP,182669,Tamil Nadu,Verified
TXN11675,INV00397,100048,2024-02-07,SIP,318397,Maharashtra,Verified
TXN11676,INV02930,100037,2025-02-11,Lumpsum,183685,Gujarat,Verified
TXN11677,INV01272,100086,2024-01-16,Redemption,212770,Telangana,Verified
TXN11678,INV03722,100043,2024-10-02,Lumpsum,417970,Tamil Nadu,Verified
TXN11679,INV03213,100124,2025-10-12,Redemption,90481,Karnataka,Verified
TXN11680,INV04870,100050,2025-06-18,SIP,13772,Delhi,Verified
TXN11681,INV04493,100039,2024-10-14,Redemption,448532,Karnataka,Verified
TXN11682,INV03707,100123,2024-10-13,SIP,234393,Tamil Nadu,Verified
TXN11683,INV04313,100126,2025-04-30,SIP,51455,Maharashtra,Verified
TXN11684,INV01274,100089,2025-11-07,SIP,337158,Maharashtra,Verified
TXN11685,INV00940,100086,2024-02-29,SIP,369956,Delhi,Verified
TXN11686,INV00202,100057,2024-01-25,Lumpsum,381123,Telangana,Verified
TXN11687,INV02512,100124,2024-09-10,SIP,343805,Telangana,Verified
TXN11688,INV03093,100057,2025-07-26,SIP,58073,Karnataka,Verified
TXN11689,INV00099,100039,2025-11-13,Redemption,28583,Gujarat,Verified
TXN11690,INV03260,100081,2024-10-16,Lumpsum,383022,Tamil Nadu,Verified
TXN11691,INV00394,100051,2024-04-22,SIP,270086,Gujarat,Verified
TXN11692,INV02516,100127,2025-09-25,SIP,433278,Karnataka,Verified
TXN11693,INV00451,100125,2024-04-27,Lumpsum,487816,Gujarat,Verified
TXN11694,INV00697,100088,2025-02-08,SIP,265176,Karnataka,Verified
TXN11695,INV02360,100058,2024-02-09,SIP,474665,Telangana,Verified
TXN11696,INV00637,100120,2025-10-21,SIP,134015,Karnataka,Verified
TXN11697,INV04329,100064,2025-10-24,SIP,343972,Gujarat,Verified
TXN11698,INV04893,100119,2024-10-09,Redemption,59740,Gujarat,Verified
TXN11699,INV01702,100119,2025-08-09,Lumpsum,411301,Karnataka,Verified
TXN11700,INV03501,100042,2024-04-09,SIP,237568,Delhi,Verified
TXN11701,INV02896,100058,2025-02-01,Lumpsum,325173,Gujarat,Verified
TXN11702,INV00363,100125,2024-09-24,Redemption,232579,Karnataka,Verified
TXN11703,INV04915,100128,2025-11-26,Redemption,382165,Karnataka,Verified
TXN11704,INV00518,100077,2025-09-25,SIP,23893,Telangana,Verified
TXN11705,INV03071,100087,2024-06-24,SIP,316088,Gujarat,Verified
TXN11706,INV02528,100080,2024-09-12,SIP,34720,Karnataka,Verified
TXN11707,INV02532,100077,2025-10-31,SIP,450494,Tamil Nadu,Verified
TXN11708,INV02301,100048,2024-05-05,Lumpsum,189619,Tamil Nadu,Verified
TXN11709,INV00804,100085,2025-08-12,Redemption,179991,Telangana,Verified
TXN11710,INV03874,100127,2025-09-09,SIP,201595,Gujarat,Verified
TXN11711,INV00517,100086,2024-10-13,Lumpsum,146780,Maharashtra,Verified
TXN11712,INV04633,100120,2024-03-07,Lumpsum,492792,Telangana,Verified
TXN11713,INV04996,100043,2024-06-16,SIP,440371,Delhi,Verified
TXN11714,INV01489,100077,2025-07-08,SIP,215283,Tamil Nadu,Verified
TXN11715,INV01412,100044,2024-11-26,Lumpsum,499212,Maharashtra,Verified
TXN11716,INV04738,100082,2024-04-13,SIP,210964,Maharashtra,Verified
TXN11717,INV01885,100081,2024-06-21,SIP,422055,Delhi,Verified
TXN11718,INV00426,100063,2025-10-29,SIP,385460,Telangana,Verified
TXN11719,INV03825,100064,2025-07-06,SIP,92340,Karnataka,Verified
TXN11720,INV00288,100085,2025-03-03,SIP,60154,Telangana,Verified
TXN11721,INV04742,100050,2025-10-08,SIP,273300,Gujarat,Verified
TXN11722,INV00825,100123,2025-09-23,Lumpsum,485873,Delhi,Verified
TXN11723,INV02263,100040,2024-10-24,SIP,198546,Gujarat,Verified
TXN11724,INV01088,100051,2025-09-23,SIP,160308,Tamil Nadu,Verified
TXN11725,INV04963,100041,2025-01-09,SIP,111412,Karnataka,Verified
TXN11726,INV01500,100084,2025-01-03,Lumpsum,379940,Maharashtra,Verified
TXN11727,INV02887,100126,2024-05-20,SIP,27802,Gujarat,Verified
TXN11728,INV02768,100088,2025-04-08,Lumpsum,456412,Tamil Nadu,Verified
TXN11729,INV01003,100089,2025-07-04,SIP,220747,Gujarat,Verified
TXN11730,INV04023,100125,2024-07-04,Lumpsum,54780,Karnataka,Verified
TXN11731,INV01693,100081,2024-07-01,Redemption,284476,Delhi,Verified
TXN11732,INV00741,100125,2024-04-16,SIP,313385,Delhi,Verified
TXN11733,INV03069,100050,2024-01-10,SIP,350488,Gujarat,Verified
TXN11734,INV03815,100063,2025-12-02,SIP,277746,Maharashtra,Verified
TXN11735,INV02505,100087,2025-08-27,SIP,230870,Gujarat,Verified
TXN11736,INV00318,100064,2025-06-25,SIP,6660,Karnataka,Verified
TXN11737,INV03010,100078,2025-11-06,Lumpsum,237016,Karnataka,Verified
TXN11738,INV01029,100038,2024-09-28,SIP,145226,Telangana,Verified
TXN11739,INV00633,100038,2025-04-09,Lumpsum,377965,Gujarat,Verified
TXN11740,INV01074,100057,2025-04-20,SIP,300841,Delhi,Verified
TXN11741,INV04137,100058,2024-10-03,SIP,48154,Karnataka,Verified
TXN11742,INV03887,100044,2024-05-19,Lumpsum,498839,Telangana,Verified
TXN11743,INV02847,100119,2024-08-29,Lumpsum,472094,Tamil Nadu,Verified
TXN11744,INV01458,100089,2024-01-04,SIP,297603,Maharashtra,Verified
TXN11745,INV01916,100084,2025-08-05,SIP,294797,Gujarat,Verified
TXN11746,INV04635,100087,2024-05-19,SIP,401529,Karnataka,Verified
TXN11747,INV01734,100084,2024-11-25,SIP,439017,Maharashtra,Verified
TXN11748,INV00086,100089,2024-12-05,SIP,483673,Telangana,Verified
TXN11749,INV00562,100039,2025-12-01,SIP,84324,Gujarat,Verified
TXN11750,INV04392,100085,2024-03-31,Lumpsum,91132,Maharashtra,Verified
TXN11751,INV03332,100085,2025-02-16,SIP,59818,Delhi,Verified
TXN11752,INV04995,100120,2025-07-10,SIP,288784,Telangana,Verified
TXN11753,INV04543,100050,2025-04-24,SIP,56968,Delhi,Verified
TXN11754,INV00678,100046,2025-01-09,Lumpsum,147732,Tamil Nadu,Verified
TXN11755,INV00500,100038,2024-02-26,SIP,494518,Maharashtra,Verified
TXN11756,INV00667,100087,2024-10-10,SIP,368702,Tamil Nadu,Verified
TXN11757,INV02036,100119,2024-05-06,SIP,270307,Delhi,Verified
TXN11758,INV01717,100084,2024-09-15,SIP,302467,Karnataka,Verified
TXN11759,INV03567,100119,2024-06-22,Lumpsum,4793,Maharashtra,Verified
TXN11760,INV00711,100057,2024-05-31,Redemption,223807,Maharashtra,Verified
TXN11761,INV03120,100039,2024-04-15,Lumpsum,177049,Karnataka,Verified
TXN11762,INV02747,100087,2025-02-11,SIP,244189,Karnataka,Verified
TXN11763,INV04282,100064,2025-02-07,SIP,293751,Gujarat,Verified
TXN11764,INV01041,100058,2025-02-21,Redemption,337132,Telangana,Verified
TXN11765,INV03993,100080,2024-04-02,Redemption,150862,Tamil Nadu,Verified
TXN11766,INV00866,100033,2025-09-06,Lumpsum,438085,Gujarat,Verified
TXN11767,INV04456,100040,2025-11-23,SIP,358950,Gujarat,Verified
TXN11768,INV04021,100080,2025-08-21,Lumpsum,158462,Gujarat,Verified
TXN11769,INV03561,100088,2025-03-12,SIP,62952,Delhi,Verified
TXN11770,INV00847,100089,2025-05-07,SIP,128842,Gujarat,Verified
TXN11771,INV03263,100079,2025-12-30,SIP,471931,Delhi,Verified
TXN11772,INV04558,100086,2024-04-12,Lumpsum,293566,Tamil Nadu,Verified
TXN11773,INV03758,100127,2024-07-07,Redemption,227206,Delhi,Verified
TXN11774,INV04052,100088,2024-10-23,Lumpsum,202451,Delhi,Verified
TXN11775,INV02667,100064,2024-09-04,Redemption,307381,Tamil Nadu,Verified
TXN11776,INV03346,100057,2024-04-26,SIP,44454,Karnataka,Verified
TXN11777,INV02219,100039,2024-04-30,Lumpsum,236772,Gujarat,Verified
TXN11778,INV03006,100039,2025-06-26,SIP,134612,Telangana,Verified
TXN11779,INV03736,100042,2024-04-20,SIP,336694,Maharashtra,Verified
TXN11780,INV00323,100046,2025-05-23,SIP,57300,Telangana,Verified
TXN11781,INV01392,100037,2024-06-07,Lumpsum,17484,Gujarat,Verified
TXN11782,INV04080,100087,2024-03-17,SIP,439909,Karnataka,Verified
TXN11783,INV00616,100084,2025-10-20,Lumpsum,106609,Delhi,Verified
TXN11784,INV01130,100043,2024-10-19,SIP,469130,Telangana,Verified
TXN11785,INV03962,100120,2024-03-16,SIP,499202,Maharashtra,Verified
TXN11786,INV04996,100087,2025-05-13,SIP,379974,Delhi,Verified
TXN11787,INV03322,100042,2024-01-13,SIP,366531,Tamil Nadu,Verified
TXN11788,INV01278,100129,2024-01-21,Lumpsum,98516,Gujarat,Verified
TXN11789,INV01692,100043,2025-01-16,SIP,431059,Delhi,Verified
TXN11790,INV03427,100057,2024-03-29,SIP,138034,Delhi,Verified
TXN11791,INV04618,100048,2024-12-03,SIP,443705,Telangana,Verified
TXN11792,INV00796,100082,2025-05-24,Redemption,118303,Gujarat,Verified
TXN11793,INV02568,100081,2025-08-14,SIP,97217,Delhi,Verified
TXN11794,INV01554,100125,2025-01-24,Redemption,50231,Gujarat,Verified
TXN11795,INV03330,100129,2024-07-12,SIP,314399,Karnataka,Verified
TXN11796,INV04495,100050,2024-03-25,Redemption,416096,Telangana,Verified
TXN11797,INV04978,100120,2024-01-24,SIP,251941,Tamil Nadu,Verified
TXN11798,INV03526,100064,2024-02-26,SIP,273954,Maharashtra,Verified
TXN11799,INV04688,100034,2025-02-28,Redemption,251830,Maharashtra,Verified
TXN11800,INV00061,100051,2024-03-16,Lumpsum,148689,Tamil Nadu,Verified
TXN11801,INV04826,100088,2024-04-10,SIP,312772,Telangana,Verified
TXN11802,INV04313,100120,2024-03-13,SIP,130025,Gujarat,Verified
TXN11803,INV01770,100120,2025-03-06,Redemption,133604,Delhi,Verified
TXN11804,INV04192,100046,2024-06-03,SIP,329642,Gujarat,Verified
TXN11805,INV00835,100078,2025-06-02,Lumpsum,175362,Tamil Nadu,Verified
TXN11806,INV04912,100124,2025-05-30,Redemption,78493,Delhi,Verified
TXN11807,INV00749,100088,2024-09-21,Redemption,25685,Maharashtra,Verified
TXN11808,INV01672,100089,2025-11-06,SIP,257033,Tamil Nadu,Verified
TXN11809,INV02827,100058,2025-11-13,Lumpsum,453105,Tamil Nadu,Verified
TXN11810,INV01527,100081,2025-06-26,SIP,195791,Telangana,Verified
TXN11811,INV00173,100034,2025-11-20,SIP,329121,Maharashtra,Verified
TXN11812,INV02055,100041,2025-03-04,SIP,294827,Karnataka,Verified
TXN11813,INV03880,100078,2025-11-08,Lumpsum,472865,Karnataka,Verified
TXN11814,INV01803,100123,2025-02-16,Lumpsum,54916,Telangana,Verified
TXN11815,INV01873,100087,2025-07-31,SIP,348309,Gujarat,Verified
TXN11816,INV03411,100050,2024-01-24,Lumpsum,448961,Telangana,Verified
TXN11817,INV04374,100082,2025-08-07,Lumpsum,135575,Gujarat,Verified
TXN11818,INV04781,100082,2025-04-06,SIP,481041,Gujarat,Verified
TXN11819,INV01551,100086,2025-04-29,Lumpsum,151538,Delhi,Verified
TXN11820,INV04992,100084,2024-12-05,SIP,174533,Delhi,Verified
TXN11821,INV01723,100080,2025-02-28,SIP,20876,Karnataka,Verified
TXN11822,INV03021,100051,2024-11-30,SIP,55546,Maharashtra,Verified
TXN11823,INV01729,100039,2025-07-27,Lumpsum,335766,Maharashtra,Verified
TXN11824,INV01875,100078,2024-11-08,SIP,377019,Maharashtra,Verified
TXN11825,INV03698,100044,2024-09-07,SIP,275299,Maharashtra,Verified
TXN11826,INV02149,100087,2024-02-28,SIP,232903,Karnataka,Verified
TXN11827,INV04267,100123,2025-09-11,SIP,144947,Maharashtra,Verified
TXN11828,INV04164,100124,2024-06-13,SIP,298470,Telangana,Verified
TXN11829,INV00722,100124,2025-02-16,Redemption,282178,Maharashtra,Verified
TXN11830,INV03289,100048,2025-03-16,Lumpsum,328245,Karnataka,Verified
TXN11831,INV01043,100089,2024-08-23,SIP,25191,Karnataka,Verified
TXN11832,INV03363,100089,2025-07-14,Redemption,373471,Gujarat,Verified
TXN11833,INV04983,100079,2025-10-16,SIP,444458,Karnataka,Verified
TXN11834,INV01261,100042,2025-07-20,SIP,343660,Telangana,Verified
TXN11835,INV03822,100040,2024-03-22,SIP,19735,Telangana,Verified
TXN11836,INV02970,100041,2024-12-30,SIP,299732,Tamil Nadu,Verified
TXN11837,INV04312,100039,2025-03-24,Redemption,264313,Tamil Nadu,Verified
TXN11838,INV01551,100057,2024-07-12,SIP,154972,Maharashtra,Verified
TXN11839,INV03206,100126,2024-06-01,SIP,380327,Telangana,Verified
TXN11840,INV01248,100079,2024-03-13,Redemption,314239,Delhi,Verified
TXN11841,INV01593,100120,2025-04-09,SIP,333040,Telangana,Verified
TXN11842,INV01642,100088,2025-01-21,SIP,358930,Tamil Nadu,Verified
TXN11843,INV03415,100048,2024-06-04,SIP,403984,Tamil Nadu,Verified
TXN11844,INV00197,100086,2024-09-24,SIP,45573,Tamil Nadu,Verified
TXN11845,INV03937,100079,2025-01-02,SIP,470748,Delhi,Verified
TXN11846,INV00781,100125,2025-06-13,SIP,437957,Gujarat,Verified
TXN11847,INV03392,100063,2024-07-07,Redemption,253811,Gujarat,Verified
TXN11848,INV00738,100086,2025-04-14,SIP,320689,Delhi,Verified
TXN11849,INV03543,100077,2024-10-07,SIP,313940,Karnataka,Verified
TXN11850,INV00214,100082,2025-11-20,Redemption,118864,Gujarat,Verified
TXN11851,INV03329,100057,2024-11-19,Redemption,228568,Telangana,Verified
TXN11852,INV00624,100084,2025-10-14,SIP,43380,Tamil Nadu,Verified
TXN11853,INV04638,100126,2024-07-11,Lumpsum,294451,Delhi,Verified
TXN11854,INV03974,100088,2024-03-09,Redemption,229041,Gujarat,Verified
TXN11855,INV00469,100079,2025-03-02,SIP,407176,Gujarat,Verified
TXN11856,INV01969,100120,2024-05-17,SIP,68959,Maharashtra,Verified
TXN11857,INV01247,100039,2025-02-12,SIP,327936,Maharashtra,Verified
TXN11858,INV04746,100081,2025-04-06,Redemption,128917,Maharashtra,Verified
TXN11859,INV04409,100041,2024-05-25,Lumpsum,310523,Tamil Nadu,Verified
TXN11860,INV02361,100089,2025-07-06,SIP,359201,Maharashtra,Verified
TXN11861,INV02231,100085,2024-03-30,SIP,69214,Maharashtra,Verified
TXN11862,INV03024,100082,2024-11-24,SIP,179389,Tamil Nadu,Verified
TXN11863,INV00644,100124,2025-06-07,SIP,126820,Maharashtra,Verified
TXN11864,INV00264,100046,2025-10-24,Redemption,66050,Karnataka,Verified
TXN11865,INV00985,100126,2025-11-19,SIP,423303,Tamil Nadu,Verified
TXN11866,INV02601,100123,2025-04-10,Lumpsum,378541,Tamil Nadu,Verified
TXN11867,INV02875,100041,2024-10-13,SIP,138233,Maharashtra,Verified
TXN11868,INV02198,100125,2024-03-23,SIP,488247,Tamil Nadu,Verified
TXN11869,INV00388,100058,2025-01-09,Lumpsum,206349,Delhi,Verified
TXN11870,INV01389,100124,2025-12-26,SIP,283717,Karnataka,Verified
TXN11871,INV04667,100033,2024-11-04,SIP,156261,Maharashtra,Verified
TXN11872,INV01578,100051,2025-04-26,SIP,320589,Telangana,Verified
TXN11873,INV02484,100080,2024-01-23,SIP,401908,Telangana,Verified
TXN11874,INV00761,100042,2024-08-26,Lumpsum,44424,Tamil Nadu,Verified
TXN11875,INV00338,100125,2024-08-03,SIP,437151,Maharashtra,Verified
TXN11876,INV02547,100119,2025-08-04,SIP,263187,Maharashtra,Verified
TXN11877,INV02439,100081,2025-11-22,SIP,368905,Gujarat,Verified
TXN11878,INV02369,100064,2024-05-17,Redemption,161065,Delhi,Verified
TXN11879,INV04995,100081,2025-10-08,SIP,485622,Delhi,Verified
TXN11880,INV04148,100050,2024-06-19,SIP,6990,Gujarat,Verified
TXN11881,INV02542,100044,2024-11-15,SIP,91889,Karnataka,Verified
TXN11882,INV00567,100038,2025-11-12,SIP,117385,Gujarat,Verified
TXN11883,INV00931,100124,2024-10-12,SIP,163910,Maharashtra,Verified
TXN11884,INV03874,100125,2024-01-15,SIP,246923,Tamil Nadu,Verified
TXN11885,INV00118,100038,2025-09-10,SIP,201758,Telangana,Verified
TXN11886,INV01246,100043,2024-01-29,Redemption,406100,Maharashtra,Verified
TXN11887,INV02774,100042,2024-12-18,SIP,221692,Tamil Nadu,Verified
TXN11888,INV04451,100123,2024-09-16,SIP,143830,Tamil Nadu,Verified
TXN11889,INV01799,100129,2025-07-25,SIP,72638,Karnataka,Verified
TXN11890,INV02881,100038,2024-02-25,SIP,90274,Karnataka,Verified
TXN11891,INV03692,100039,2025-08-16,SIP,230065,Tamil Nadu,Verified
TXN11892,INV02743,100034,2025-09-04,SIP,376764,Tamil Nadu,Verified
TXN11893,INV01757,100046,2024-05-24,Lumpsum,186625,Karnataka,Verified
TXN11894,INV04350,100044,2025-04-04,SIP,424572,Delhi,Verified
TXN11895,INV01438,100125,2025-10-18,SIP,252720,Telangana,Verified
TXN11896,INV01276,100057,2024-02-17,Lumpsum,199557,Gujarat,Verified
TXN11897,INV04391,100050,2024-02-03,SIP,375893,Delhi,Verified
TXN11898,INV02580,100128,2024-09-07,SIP,74215,Tamil Nadu,Verified
TXN11899,INV04889,100038,2025-05-27,Redemption,180977,Telangana,Verified
TXN11900,INV00489,100057,2025-11-27,SIP,119009,Karnataka,Verified
TXN11901,INV02576,100050,2025-07-12,Lumpsum,331669,Gujarat,Verified
TXN11902,INV01829,100064,2025-11-10,SIP,50424,Maharashtra,Verified
TXN11903,INV02165,100088,2025-05-02,SIP,479440,Tamil Nadu,Verified
TXN11904,INV04509,100089,2025-10-18,SIP,318004,Delhi,Verified
TXN11905,INV04453,100119,2024-12-01,Lumpsum,326154,Telangana,Verified
TXN11906,INV03352,100085,2024-05-02,SIP,225003,Tamil Nadu,Verified
TXN11907,INV04849,100128,2025-07-23,Redemption,4294,Karnataka,Verified
TXN11908,INV01208,100128,2024-03-13,SIP,355285,Telangana,Verified
TXN11909,INV01342,100081,2025-09-09,SIP,394658,Telangana,Verified
TXN11910,INV03618,100050,2024-05-23,Lumpsum,6866,Tamil Nadu,Verified
TXN11911,INV00285,100043,2024-01-26,SIP,378392,Gujarat,Verified
TXN11912,INV03989,100038,2024-02-12,SIP,460504,Tamil Nadu,Verified
TXN11913,INV04273,100125,2025-10-05,SIP,445114,Tamil Nadu,Verified
TXN11914,INV04307,100039,2025-05-03,Lumpsum,450369,Telangana,Verified
TXN11915,INV02376,100124,2025-02-16,SIP,364494,Gujarat,Verified
TXN11916,INV01663,100038,2025-01-24,SIP,408108,Tamil Nadu,Verified
TXN11917,INV00460,100063,2025-06-16,Redemption,313533,Tamil Nadu,Verified
TXN11918,INV04801,100038,2024-08-28,SIP,234907,Karnataka,Verified
TXN11919,INV04850,100124,2025-03-19,SIP,88403,Karnataka,Verified
TXN11920,INV00864,100127,2024-07-18,SIP,278689,Delhi,Verified
TXN11921,INV01323,100080,2025-12-04,SIP,320644,Telangana,Verified
TXN11922,INV03941,100086,2025-06-12,SIP,26060,Karnataka,Verified
TXN11923,INV00593,100043,2024-02-29,Lumpsum,22041,Maharashtra,Verified
TXN11924,INV02780,100048,2025-01-30,SIP,148209,Karnataka,Verified
TXN11925,INV04395,100064,2025-06-19,SIP,421431,Gujarat,Verified
TXN11926,INV02825,100127,2025-10-12,SIP,289598,Maharashtra,Verified
TXN11927,INV04965,100077,2024-03-30,SIP,246550,Telangana,Verified
TXN11928,INV02651,100042,2025-07-08,SIP,292746,Gujarat,Verified
TXN11929,INV02007,100079,2024-07-09,SIP,242351,Delhi,Verified
TXN11930,INV04634,100086,2025-07-30,SIP,448696,Telangana,Verified
TXN11931,INV02030,100057,2025-12-19,SIP,343274,Gujarat,Verified
TXN11932,INV00550,100037,2025-12-26,SIP,365456,Maharashtra,Verified
TXN11933,INV00830,100120,2025-03-20,SIP,312100,Delhi,Verified
TXN11934,INV04375,100078,2025-07-20,SIP,314097,Gujarat,Verified
TXN11935,INV04544,100088,2025-07-21,SIP,180987,Tamil Nadu,Verified
TXN11936,INV04202,100033,2025-04-05,Redemption,225404,Maharashtra,Verified
TXN11937,INV02616,100127,2025-12-02,Lumpsum,78218,Gujarat,Verified
TXN11938,INV02342,100079,2024-10-18,SIP,18208,Gujarat,Verified
TXN11939,INV00771,100050,2025-10-08,Redemption,23755,Tamil Nadu,Verified
TXN11940,INV02253,100080,2024-03-21,SIP,234421,Maharashtra,Verified
TXN11941,INV04240,100046,2024-08-21,SIP,85071,Delhi,Verified
TXN11942,INV02137,100077,2025-01-05,SIP,180765,Gujarat,Verified
TXN11943,INV03712,100040,2024-12-26,Lumpsum,356185,Gujarat,Verified
TXN11944,INV00120,100089,2025-02-01,SIP,41142,Gujarat,Verified
TXN11945,INV04949,100123,2025-01-07,SIP,188354,Maharashtra,Verified
TXN11946,INV03109,100047,2025-09-25,SIP,242605,Gujarat,Verified
TXN11947,INV03259,100063,2025-05-18,SIP,415314,Telangana,Verified
TXN11948,INV01103,100034,2025-08-24,SIP,276234,Delhi,Verified
TXN11949,INV03405,100120,2025-08-25,SIP,9207,Karnataka,Verified
TXN11950,INV04932,100051,2025-11-06,Redemption,272630,Karnataka,Verified
TXN11951,INV03463,100125,2025-06-24,SIP,75598,Tamil Nadu,Verified
TXN11952,INV01763,100084,2024-03-08,SIP,109591,Delhi,Verified
TXN11953,INV02730,100089,2025-06-04,SIP,49703,Gujarat,Verified
TXN11954,INV02664,100077,2025-07-27,SIP,263721,Delhi,Verified
TXN11955,INV03785,100063,2025-01-19,Lumpsum,347342,Tamil Nadu,Verified
TXN11956,INV02994,100129,2024-06-30,Lumpsum,123940,Karnataka,Verified
TXN11957,INV00142,100042,2024-11-08,Lumpsum,423509,Delhi,Verified
TXN11958,INV01620,100040,2024-03-11,Redemption,171859,Karnataka,Verified
TXN11959,INV03369,100064,2024-06-24,Lumpsum,381591,Karnataka,Verified
TXN11960,INV02344,100051,2024-09-24,SIP,362602,Delhi,Verified
TXN11961,INV02382,100081,2025-09-01,Lumpsum,476785,Gujarat,Verified
TXN11962,INV03847,100119,2024-03-09,Lumpsum,420337,Gujarat,Verified
TXN11963,INV02177,100058,2025-04-06,Lumpsum,432579,Gujarat,Verified
TXN11964,INV04890,100080,2025-03-24,Lumpsum,12663,Delhi,Verified
TXN11965,INV00909,100033,2024-10-03,SIP,215811,Karnataka,Verified
TXN11966,INV01295,100038,2025-02-03,Lumpsum,286539,Tamil Nadu,Verified
TXN11967,INV00592,100034,2024-10-04,Redemption,68699,Maharashtra,Verified
TXN11968,INV04435,100125,2024-06-20,Lumpsum,100625,Telangana,Verified
TXN11969,INV00584,100033,2024-03-14,SIP,310922,Tamil Nadu,Verified
TXN11970,INV03001,100077,2024-09-14,SIP,483511,Telangana,Verified
TXN11971,INV03478,100046,2024-01-13,SIP,292009,Tamil Nadu,Verified
TXN11972,INV01276,100063,2024-03-18,SIP,213367,Gujarat,Verified
TXN11973,INV02990,100124,2024-12-05,Redemption,462694,Maharashtra,Verified
TXN11974,INV02917,100079,2025-04-11,Redemption,3990,Karnataka,Verified
TXN11975,INV02414,100129,2025-08-27,SIP,142130,Maharashtra,Verified
TXN11976,INV00469,100058,2025-11-21,Lumpsum,15972,Tamil Nadu,Verified
TXN11977,INV01879,100057,2024-08-21,SIP,121435,Gujarat,Verified
TXN11978,INV01948,100041,2024-04-16,Lumpsum,415119,Delhi,Verified
TXN11979,INV03410,100034,2025-11-12,SIP,363816,Delhi,Verified
