investor_id,state,amount,age,gender,city_tier
INV02529,Delhi,2336348,67,Female,T30
INV02530,Karnataka,781061,35,Female,T30
INV02531,Maharashtra,1546396,60,Female,T30
INV02532,Tamil Nadu,2710201,62,Male,T30
INV02533,Delhi,1371534,45,Female,T30
INV02534,Karnataka,648292,67,Female,T30
INV02535,Gujarat,2616817,33,Female,B30
INV02536,Delhi,1574135,61,Male,T30
INV02537,Karnataka,1304417,55,Female,T30
INV02538,Telangana,1021070,69,Female,B30
INV02539,Delhi,812064,35,Male,T30
INV02540,Maharashtra,1030614,33,Male,T30
INV02541,Gujarat,1072245,46,Male,B30
INV02542,Karnataka,1560471,32,Male,T30
INV02543,Karnataka,1702935,22,Female,T30
INV02544,Karnataka,1758478,49,Male,T30
INV02545,Gujarat,1279181,46,Female,B30
INV02546,Maharashtra,952161,53,Male,T30
INV02547,Maharashtra,914140,65,Female,T30
INV02548,Karnataka,1414255,55,Female,T30
INV02549,Gujarat,1367043,36,Female,B30
INV02550,Maharashtra,2624265,69,Male,T30
INV02551,Maharashtra,994917,43,Male,T30
INV02552,Gujarat,3080769,41,Male,B30
INV02553,Tamil Nadu,3009655,42,Female,T30
INV02554,Karnataka,2961289,45,Female,T30
INV02555,Gujarat,1107798,44,Female,B30
INV02556,Telangana,1379074,49,Female,B30
INV02557,Karnataka,1552352,26,Female,T30
INV02558,Gujarat,2052972,63,Female,B30
INV02559,Gujarat,1332781,52,Male,B30
INV02560,Maharashtra,2010169,34,Male,T30
INV02561,Tamil Nadu,1114579,61,Female,T30
INV02562,Tamil Nadu,965844,63,Male,T30
INV02563,Karnataka,1386298,26,Male,T30
INV02564,Karnataka,2080701,22,Male,T30
INV02565,Delhi,2428521,60,Female,T30
INV02566,Gujarat,1088826,44,Female,B30
INV02567,Gujarat,1511457,54,Female,B30
INV02568,Delhi,583786,52,Male,T30
INV02569,Delhi,1690344,39,Male,T30
INV02570,Tamil Nadu,1270465,25,Male,T30
INV02571,Maharashtra,1116200,43,Male,T30
INV02572,Maharashtra,2265815,51,Male,T30
INV02573,Gujarat,2568676,46,Female,B30
INV02574,Karnataka,2616768,58,Female,T30
INV02575,Delhi,245891,47,Male,T30
INV02576,Telangana,2499149,63,Female,B30
INV02577,Gujarat,2084031,53,Male,B30
INV02578,Delhi,2432629,43,Female,T30
INV02579,Tamil Nadu,1014472,64,Female,T30
INV02580,Karnataka,1644574,33,Female,T30
INV02581,Delhi,618480,46,Male,T30
INV02582,Karnataka,1098623,29,Female,T30
INV02583,Maharashtra,1612478,42,Female,T30
INV02584,Karnataka,1864266,27,Male,T30
INV02585,Maharashtra,1778476,42,Female,T30
INV02586,Delhi,1753194,50,Female,T30
INV02587,Delhi,602398,30,Female,T30
INV02588,Gujarat,1135969,31,Male,B30
INV02589,Delhi,1290359,58,Male,T30
INV02590,Maharashtra,1296451,64,Female,T30
INV02591,Gujarat,1776145,41,Male,B30
INV02592,Delhi,1897401,60,Male,T30
INV02593,Telangana,2401974,69,Female,B30
INV02594,Gujarat,2038957,45,Female,B30
INV02595,Gujarat,446601,34,Female,B30
INV02596,Karnataka,1423514,21,Male,T30
INV02597,Gujarat,452277,44,Male,B30
INV02598,Gujarat,784490,42,Male,B30
INV02599,Delhi,1364764,24,Male,T30
INV02600,Gujarat,735193,34,Male,B30
INV02601,Gujarat,974576,27,Female,B30
INV02602,Maharashtra,1211596,22,Male,T30
INV02603,Delhi,1725202,26,Female,T30
INV02604,Delhi,1902086,49,Male,T30
INV02605,Gujarat,1129536,36,Male,B30
INV02606,Gujarat,1598519,35,Female,B30
INV02607,Gujarat,1157932,25,Male,B30
INV02608,Tamil Nadu,1659261,46,Female,T30
INV02609,Gujarat,372853,61,Male,B30
INV02610,Delhi,1498826,55,Female,T30
INV02611,Maharashtra,2592566,65,Female,T30
INV02612,Tamil Nadu,664643,23,Female,T30
INV02613,Gujarat,1745482,63,Male,B30
INV02614,Delhi,1082780,51,Male,T30
INV02615,Maharashtra,517792,44,Male,T30
INV02616,Tamil Nadu,1306914,58,Female,T30
INV02617,Gujarat,2073965,43,Male,B30
INV02618,Karnataka,210943,27,Female,T30
INV02619,Delhi,1061970,47,Male,T30
INV02620,Telangana,1828497,52,Female,B30
INV02621,Telangana,1081917,22,Male,B30
INV02622,Delhi,721579,31,Male,T30
INV02623,Tamil Nadu,1020509,64,Male,T30
INV02624,Delhi,1915777,68,Male,T30
INV02625,Telangana,1559592,22,Female,B30
INV02626,Telangana,1896690,33,Female,B30
INV02627,Telangana,2082297,41,Female,B30
INV02628,Gujarat,1759972,26,Male,B30
INV02629,Maharashtra,2262977,39,Male,T30
INV02630,Maharashtra,1186597,61,Male,T30
INV02631,Delhi,2340597,42,Male,T30
INV02632,Delhi,1125325,60,Male,T30
INV02633,Gujarat,2126497,23,Female,B30
INV02634,Gujarat,675010,47,Male,B30
INV02635,Karnataka,1269448,56,Male,T30
INV02636,Tamil Nadu,1054688,57,Female,T30
INV02637,Delhi,2263422,35,Female,T30
INV02638,Delhi,1163705,66,Male,T30
INV02639,Gujarat,1274064,47,Male,B30
INV02640,Delhi,1624710,65,Male,T30
INV02641,Maharashtra,1244985,37,Male,T30
INV02642,Karnataka,1625243,52,Male,T30
INV02643,Telangana,1954948,57,Female,B30
INV02644,Gujarat,1441075,57,Male,B30
INV02645,Gujarat,353683,26,Female,B30
INV02646,Karnataka,1632457,64,Male,T30
INV02647,Telangana,904149,48,Female,B30
INV02648,Karnataka,1371674,48,Female,T30
INV02649,Delhi,606328,47,Male,T30
INV02650,Karnataka,1796483,37,Male,T30
INV02651,Delhi,974932,44,Female,T30
INV02652,Gujarat,2248642,24,Male,B30
INV02653,Gujarat,3108331,29,Female,B30
INV02654,Gujarat,1822036,64,Female,B30
INV02655,Delhi,1066521,34,Male,T30
INV02656,Delhi,1176581,21,Female,T30
INV02657,Maharashtra,1292502,23,Male,T30
INV02658,Gujarat,1568316,49,Female,B30
INV02659,Karnataka,1331068,39,Female,T30
INV02660,Maharashtra,1392711,25,Female,T30
INV02661,Gujarat,1126950,38,Female,B30
INV02662,Maharashtra,1176353,37,Male,T30
INV02663,Gujarat,1874943,63,Male,B30
INV02664,Karnataka,2256317,39,Female,T30
INV02665,Delhi,1753960,42,Male,T30
INV02666,Karnataka,1080113,47,Male,T30
INV02667,Maharashtra,1995805,54,Female,T30
INV02668,Gujarat,1379047,23,Male,B30
INV02669,Karnataka,1099549,61,Female,T30
INV02670,Tamil Nadu,952666,64,Female,T30
INV02671,Delhi,1178617,35,Female,T30
INV02672,Gujarat,1415468,69,Female,B30
INV02673,Telangana,1233885,48,Male,B30
INV02674,Gujarat,823240,56,Female,B30
INV02675,Gujarat,1136735,49,Female,B30
INV02676,Maharashtra,1235975,56,Female,T30
INV02677,Maharashtra,840980,58,Male,T30
INV02678,Gujarat,1409813,58,Female,B30
INV02679,Gujarat,1313738,52,Female,B30
INV02680,Karnataka,1685512,68,Male,T30
INV02681,Gujarat,2481053,48,Female,B30
INV02682,Karnataka,955743,55,Female,T30
INV02683,Tamil Nadu,2501482,69,Female,T30
INV02684,Gujarat,1108787,24,Male,B30
INV02685,Delhi,621550,26,Male,T30
INV02686,Gujarat,935814,53,Female,B30
INV02687,Gujarat,1232163,61,Male,B30
INV02688,Delhi,2816297,32,Male,T30
INV02689,Gujarat,931988,34,Female,B30
INV02690,Tamil Nadu,2286385,45,Male,T30
INV02691,Gujarat,1381743,55,Female,B30
INV02692,Tamil Nadu,2089799,68,Male,T30
INV02693,Karnataka,3245074,55,Female,T30
INV02694,Tamil Nadu,3316703,44,Male,T30
INV02695,Tamil Nadu,1543865,53,Male,T30
INV02696,Gujarat,1931944,35,Female,B30
INV02697,Tamil Nadu,1608041,45,Female,T30
INV02698,Gujarat,1358497,35,Male,B30
INV02699,Karnataka,1331256,52,Male,T30
INV02700,Telangana,2631956,21,Male,B30
INV02701,Tamil Nadu,2854952,60,Male,T30
INV02702,Delhi,1856400,24,Female,T30
INV02703,Gujarat,2087246,35,Male,B30
INV02704,Maharashtra,1903374,23,Female,T30
INV02705,Gujarat,1712803,33,Male,B30
INV02706,Telangana,624864,50,Female,B30
INV02707,Karnataka,215378,66,Male,T30
INV02708,Maharashtra,1710035,65,Female,T30
INV02709,Karnataka,2376860,52,Male,T30
INV02710,Tamil Nadu,1990851,57,Female,T30
INV02711,Gujarat,2525203,48,Male,B30
INV02712,Karnataka,1164599,31,Female,T30
INV02713,Gujarat,2266779,44,Female,B30
INV02714,Tamil Nadu,1010662,28,Female,T30
INV02715,Telangana,2122352,30,Female,B30
INV02716,Karnataka,1625947,30,Male,T30
INV02717,Telangana,809173,61,Male,B30
INV02718,Delhi,1490167,70,Male,T30
INV02719,Delhi,1465025,34,Female,T30
INV02720,Maharashtra,1207231,23,Male,T30
INV02721,Gujarat,215735,60,Male,B30
INV02722,Delhi,1536003,61,Male,T30
INV02723,Telangana,1260359,64,Female,B30
INV02724,Telangana,1524100,32,Male,B30
INV02725,Delhi,1636247,29,Male,T30
INV02726,Maharashtra,2556606,28,Female,T30
INV02727,Tamil Nadu,1560532,35,Male,T30
INV02728,Delhi,1172706,60,Male,T30
INV02729,Delhi,1079452,59,Female,T30
INV02730,Delhi,1017444,44,Female,T30
INV02731,Gujarat,1278956,63,Male,B30
INV02732,Telangana,1564741,31,Male,B30
INV02733,Karnataka,1057929,58,Male,T30
INV02734,Gujarat,2695505,37,Male,B30
INV02735,Gujarat,1954604,53,Male,B30
INV02736,Telangana,1690512,40,Female,B30
INV02737,Delhi,969395,35,Male,T30
INV02738,Gujarat,1562699,41,Female,B30
INV02739,Delhi,2203724,48,Female,T30
INV02740,Karnataka,1405659,68,Female,T30
INV02741,Telangana,2391474,26,Female,B30
INV02742,Tamil Nadu,2505060,62,Female,T30
INV02743,Gujarat,1316672,55,Female,B30
INV02744,Delhi,1484998,36,Male,T30
INV02745,Karnataka,1982783,62,Female,T30
INV02746,Delhi,2298358,28,Male,T30
INV02747,Maharashtra,3375729,67,Male,T30
INV02748,Gujarat,2113685,69,Male,B30
INV02749,Gujarat,2149111,49,Female,B30
INV02750,Gujarat,1516422,21,Male,B30
INV02751,Telangana,2420169,41,Male,B30
INV02752,Delhi,1790843,45,Male,T30
INV02753,Maharashtra,2666835,47,Male,T30
INV02754,Delhi,708037,60,Male,T30
INV02755,Delhi,539274,27,Male,T30
INV02756,Tamil Nadu,1503319,39,Male,T30
INV02757,Karnataka,1880734,47,Male,T30
INV02758,Karnataka,1271901,37,Female,T30
INV02759,Gujarat,1576650,30,Female,B30
INV02760,Tamil Nadu,2783648,69,Male,T30
INV02761,Delhi,2550526,43,Female,T30
INV02762,Gujarat,1089726,41,Female,B30
INV02763,Gujarat,1702909,33,Female,B30
INV02764,Delhi,512837,27,Female,T30
INV02765,Tamil Nadu,1874438,62,Female,T30
INV02766,Karnataka,632335,41,Female,T30
INV02767,Gujarat,739058,34,Female,B30
INV02768,Karnataka,853832,45,Female,T30
INV02769,Telangana,1875597,36,Female,B30
INV02770,Gujarat,1222181,61,Male,B30
INV02771,Gujarat,1756262,66,Female,B30
INV02772,Maharashtra,1305904,27,Male,T30
INV02773,Karnataka,1070281,31,Male,T30
INV02774,Gujarat,1349470,28,Female,B30
INV02775,Tamil Nadu,1349123,23,Female,T30
INV02776,Delhi,777686,50,Female,T30
INV02777,Delhi,703309,62,Male,T30
INV02778,Delhi,1485227,49,Female,T30
INV02779,Maharashtra,1056091,25,Female,T30
INV02780,Karnataka,1746792,56,Male,T30
INV02781,Delhi,1217986,47,Female,T30
INV02782,Delhi,2800060,28,Female,T30
INV02783,Gujarat,1137777,56,Female,B30
INV02784,Maharashtra,1218048,52,Male,T30
INV02785,Gujarat,2064845,45,Female,B30
INV02786,Maharashtra,2188250,28,Female,T30
INV02787,Gujarat,1425775,25,Male,B30
INV02788,Gujarat,2347412,66,Male,B30
INV02789,Telangana,2178590,56,Male,B30
INV02790,Maharashtra,2502355,29,Male,T30
INV02791,Gujarat,1016118,61,Male,B30
INV02792,Telangana,895752,49,Female,B30
INV02793,Karnataka,1819699,56,Female,T30
INV02794,Tamil Nadu,2061474,57,Female,T30
INV02795,Delhi,323766,27,Female,T30
INV02796,Delhi,1326106,36,Male,T30
INV02797,Delhi,1002965,67,Male,T30
INV02799,Tamil Nadu,1198526,55,Male,T30
INV02800,Maharashtra,736564,54,Male,T30
INV02801,Telangana,1533521,54,Male,B30
INV02802,Delhi,1871747,69,Male,T30
INV02803,Delhi,681948,52,Male,T30
INV02804,Delhi,1169030,21,Male,T30
INV02805,Karnataka,1206072,28,Male,T30
INV02806,Maharashtra,1757701,54,Female,T30
INV02807,Maharashtra,849835,38,Male,T30
INV02808,Tamil Nadu,1889562,29,Female,T30
INV02809,Tamil Nadu,1869902,48,Male,T30
INV02810,Karnataka,3082451,40,Female,T30
INV02811,Tamil Nadu,2158879,32,Female,T30
INV02812,Maharashtra,1621100,45,Female,T30
INV02813,Karnataka,1206436,70,Female,T30
INV02814,Delhi,868694,42,Male,T30
INV02815,Telangana,1271234,29,Female,B30
INV02816,Delhi,1639514,26,Male,T30
INV02817,Telangana,1110531,62,Female,B30
INV02818,Maharashtra,2035315,40,Female,T30
INV02819,Karnataka,991257,65,Female,T30
INV02820,Maharashtra,880740,63,Female,T30
INV02821,Karnataka,1387531,69,Female,T30
INV02822,Gujarat,1013561,56,Male,B30
INV02823,Delhi,2185217,29,Female,T30
INV02824,Maharashtra,598360,33,Female,T30
INV02825,Delhi,745082,25,Male,T30
INV02826,Delhi,1793534,50,Male,T30
INV02827,Gujarat,1134884,57,Female,B30
INV02828,Gujarat,1382323,62,Male,B30
INV02829,Delhi,1277256,23,Female,T30
INV02830,Karnataka,733288,70,Male,T30
INV02831,Maharashtra,1294466,54,Male,T30
INV02832,Gujarat,811975,34,Male,B30
INV02833,Delhi,3122063,46,Female,T30
INV02834,Karnataka,1261637,35,Female,T30
INV02835,Delhi,1772834,39,Female,T30
INV02836,Gujarat,1731661,34,Female,B30
INV02837,Maharashtra,841453,34,Female,T30
INV02838,Maharashtra,2659464,59,Female,T30
INV02839,Karnataka,1522751,62,Male,T30
INV02840,Gujarat,2204066,53,Female,B30
INV02841,Tamil Nadu,1714804,42,Male,T30
INV02842,Maharashtra,1142895,64,Female,T30
INV02843,Gujarat,1960578,67,Female,B30
INV02844,Gujarat,376824,24,Female,B30
INV02845,Tamil Nadu,2058706,51,Female,T30
INV02846,Karnataka,2489054,45,Male,T30
INV02847,Delhi,1459626,35,Female,T30
INV02848,Karnataka,878221,56,Male,T30
INV02849,Delhi,70465,48,Female,T30
INV02850,Gujarat,2394929,28,Female,B30
INV02851,Karnataka,48472,37,Male,T30
INV02852,Telangana,1790774,48,Male,B30
INV02853,Karnataka,1688965,59,Female,T30
INV02854,Gujarat,1322242,28,Male,B30
INV02855,Delhi,2003279,41,Female,T30
INV02856,Delhi,295398,24,Female,T30
INV02857,Delhi,1187250,45,Female,T30
INV02858,Karnataka,923804,70,Male,T30
INV02859,Karnataka,1960883,37,Female,T30
INV02860,Karnataka,393200,54,Female,T30
INV02861,Delhi,826466,46,Female,T30
INV02862,Maharashtra,1344438,69,Female,T30
INV02863,Maharashtra,2141210,26,Female,T30
INV02864,Delhi,1522846,23,Male,T30
INV02865,Karnataka,857645,33,Male,T30
INV02866,Delhi,435776,22,Female,T30
INV02867,Gujarat,4113748,35,Female,B30
INV02868,Karnataka,2551767,28,Female,T30
INV02869,Delhi,585084,70,Female,T30
INV02870,Delhi,1076690,53,Female,T30
INV02871,Tamil Nadu,1083752,46,Female,T30
INV02872,Delhi,935258,40,Male,T30
INV02873,Gujarat,1419685,66,Female,B30
INV02874,Maharashtra,1522435,53,Male,T30
INV02875,Maharashtra,899990,21,Male,T30
INV02876,Gujarat,2171518,33,Female,B30
INV02877,Karnataka,1306563,28,Male,T30
INV02878,Tamil Nadu,1808644,45,Male,T30
INV02879,Gujarat,1384087,42,Female,B30
INV02880,Karnataka,532967,52,Female,T30
INV02881,Telangana,4487338,46,Female,B30
INV02882,Delhi,3329589,55,Male,T30
INV02883,Karnataka,849954,70,Male,T30
INV02884,Gujarat,1256121,65,Male,B30
INV02885,Delhi,1850533,22,Male,T30
INV02886,Delhi,1569012,32,Male,T30
INV02887,Karnataka,2213537,34,Male,T30
INV02888,Karnataka,928717,40,Female,T30
INV02889,Delhi,656863,69,Male,T30
INV02890,Maharashtra,1542499,36,Female,T30
INV02891,Karnataka,1284936,50,Female,T30
INV02892,Karnataka,857262,37,Female,T30
INV02893,Delhi,1649730,33,Male,T30
INV02894,Gujarat,1602029,52,Female,B30
INV02895,Karnataka,1290916,57,Male,T30
INV02896,Telangana,1892301,67,Male,B30
INV02897,Delhi,1457903,61,Female,T30
INV02898,Delhi,1564200,24,Male,T30
INV02899,Gujarat,3618415,30,Male,B30
INV02900,Gujarat,1321689,61,Female,B30
INV02901,Delhi,1164410,69,Female,T30
INV02902,Maharashtra,2480602,35,Male,T30
INV02903,Maharashtra,2640220,66,Male,T30
INV02904,Delhi,396826,56,Female,T30
INV02905,Gujarat,1850869,27,Female,B30
INV02906,Karnataka,981669,21,Male,T30
INV02907,Delhi,2045801,57,Female,T30
INV02908,Delhi,1485014,70,Male,T30
INV02909,Delhi,1016852,65,Male,T30
INV02910,Maharashtra,928235,35,Female,T30
INV02911,Karnataka,1793146,23,Female,T30
INV02912,Delhi,757992,30,Male,T30
INV02913,Maharashtra,1993282,37,Female,T30
INV02914,Maharashtra,1738362,69,Male,T30
INV02915,Gujarat,1402767,68,Male,B30
INV02916,Gujarat,1023844,31,Male,B30
INV02917,Karnataka,1415548,48,Female,T30
INV02918,Telangana,925758,32,Male,B30
INV02919,Telangana,2706777,39,Female,B30
INV02920,Tamil Nadu,1914897,53,Female,T30
INV02921,Gujarat,1325141,48,Male,B30
INV02922,Delhi,1067273,70,Male,T30
INV02923,Gujarat,2098022,54,Male,B30
INV02924,Delhi,1484821,70,Male,T30
INV02925,Gujarat,646633,61,Male,B30
INV02926,Delhi,1205824,46,Male,T30
INV02927,Delhi,867513,32,Male,T30
INV02928,Gujarat,1106783,40,Female,B30
INV02929,Karnataka,1315809,62,Male,T30
INV02930,Delhi,505685,28,Female,T30
INV02931,Karnataka,706345,28,Female,T30
INV02932,Gujarat,1456914,31,Male,B30
INV02933,Delhi,382186,22,Female,T30
INV02934,Telangana,736691,63,Male,B30
INV02935,Karnataka,2335675,28,Male,T30
INV02936,Tamil Nadu,1225581,67,Male,T30
INV02937,Tamil Nadu,748382,44,Male,T30
INV02938,Delhi,124650,41,Female,T30
INV02939,Delhi,2263775,70,Female,T30
INV02940,Maharashtra,570074,51,Male,T30
INV02941,Delhi,1504661,22,Female,T30
INV02942,Gujarat,1638080,39,Male,B30
INV02943,Delhi,1810115,26,Female,T30
INV02944,Karnataka,930850,52,Female,T30
INV02945,Gujarat,1333094,34,Male,B30
INV02946,Delhi,1408372,25,Male,T30
INV02947,Maharashtra,1066429,66,Male,T30
INV02948,Maharashtra,1900138,52,Male,T30
INV02949,Delhi,3081032,50,Female,T30
INV02950,Tamil Nadu,402311,68,Female,T30
INV02951,Delhi,2342779,29,Female,T30
INV02952,Maharashtra,806758,61,Male,T30
INV02953,Delhi,2596884,21,Male,T30
INV02954,Delhi,774043,47,Male,T30
INV02955,Delhi,1064292,69,Female,T30
INV02956,Delhi,446784,32,Male,T30
INV02957,Gujarat,1810291,30,Male,B30
INV02958,Karnataka,2629114,54,Female,T30
INV02959,Gujarat,1607895,53,Male,B30
INV02960,Maharashtra,2389688,25,Male,T30
INV02961,Delhi,1497070,59,Male,T30
INV02962,Tamil Nadu,3132574,26,Male,T30
INV02963,Gujarat,648853,57,Male,B30
INV02964,Karnataka,734403,29,Male,T30
INV02965,Maharashtra,322298,70,Female,T30
INV02966,Delhi,730969,59,Female,T30
INV02967,Telangana,1235240,21,Female,B30
INV02968,Karnataka,911126,49,Female,T30
INV02969,Karnataka,2069253,35,Male,T30
INV02970,Gujarat,1876283,58,Female,B30
INV02971,Maharashtra,1428426,63,Male,T30
INV02972,Tamil Nadu,1623800,40,Female,T30
INV02973,Maharashtra,1045707,47,Female,T30
INV02974,Karnataka,2447928,31,Female,T30
INV02975,Gujarat,1177904,49,Male,B30
INV02976,Tamil Nadu,2786646,33,Female,T30
INV02977,Delhi,1419381,54,Male,T30
INV02978,Karnataka,2452297,39,Female,T30
INV02979,Delhi,1130016,37,Female,T30
INV02980,Gujarat,300309,31,Male,B30
INV02981,Tamil Nadu,2351810,27,Female,T30
INV02982,Karnataka,1648403,34,Male,T30
INV02983,Delhi,1851540,39,Male,T30
INV02984,Delhi,1093596,48,Male,T30
INV02985,Gujarat,1622315,42,Female,B30
INV02986,Maharashtra,2156340,31,Male,T30
INV02987,Maharashtra,1870926,35,Female,T30
INV02988,Delhi,1384440,58,Female,T30
INV02989,Tamil Nadu,789229,64,Male,T30
INV02990,Maharashtra,1466080,29,Female,T30
INV02991,Tamil Nadu,2019510,40,Male,T30
INV02992,Telangana,1083044,30,Male,B30
INV02993,Gujarat,1956021,68,Female,B30
INV02994,Delhi,556172,32,Male,T30
INV02995,Gujarat,1153366,69,Male,B30
INV02996,Maharashtra,927960,51,Male,T30
INV02997,Tamil Nadu,1706981,24,Male,T30
INV02998,Delhi,2621424,65,Female,T30
INV02999,Telangana,1708771,43,Female,B30
INV03000,Karnataka,2930803,43,Female,T30
INV03001,Gujarat,1052654,39,Female,B30
INV03003,Telangana,834435,37,Male,B30
INV03004,Delhi,861479,58,Female,T30
INV03005,Tamil Nadu,2804302,24,Male,T30
INV03006,Telangana,1078343,59,Male,B30
INV03007,Tamil Nadu,653683,61,Female,T30
INV03008,Tamil Nadu,1212361,26,Male,T30
INV03009,Gujarat,1332652,34,Female,B30
INV03010,Delhi,2621953,38,Female,T30
INV03011,Telangana,2438412,22,Female,B30
INV03012,Delhi,831955,22,Female,T30
INV03013,Karnataka,342287,26,Female,T30
INV03014,Delhi,3533280,70,Male,T30
INV03015,Gujarat,182949,65,Male,B30
INV03016,Gujarat,3617790,49,Male,B30
INV03017,Telangana,1962449,31,Male,B30
INV03018,Delhi,1662551,34,Female,T30
INV03019,Delhi,146059,65,Female,T30
INV03020,Delhi,2326984,30,Female,T30
INV03021,Maharashtra,1298155,21,Male,T30
INV03022,Delhi,1654071,69,Female,T30
INV03023,Karnataka,2145875,28,Female,T30
INV03024,Tamil Nadu,1038971,66,Female,T30
INV03025,Tamil Nadu,406206,53,Male,T30
INV03026,Karnataka,1845446,27,Male,T30
INV03027,Delhi,1467730,50,Male,T30
INV03028,Gujarat,1636885,25,Female,B30
INV03029,Delhi,927034,46,Male,T30
INV03030,Maharashtra,2516397,39,Male,T30
INV03031,Maharashtra,1146631,41,Male,T30
INV03032,Delhi,966131,21,Male,T30
INV03033,Karnataka,1515036,63,Female,T30
INV03034,Delhi,1413032,57,Male,T30
INV03035,Delhi,1420164,35,Male,T30
INV03036,Karnataka,2734586,48,Female,T30
INV03037,Karnataka,1910513,63,Female,T30
INV03038,Delhi,1730961,30,Male,T30
INV03039,Gujarat,1569724,39,Female,B30
INV03040,Tamil Nadu,1104315,42,Male,T30
INV03041,Gujarat,2017779,27,Male,B30
INV03042,Tamil Nadu,1412926,67,Male,T30
INV03043,Delhi,802323,27,Male,T30
INV03044,Karnataka,1966673,25,Female,T30
INV03045,Karnataka,1501388,68,Male,T30
INV03046,Maharashtra,2397903,54,Male,T30
INV03047,Tamil Nadu,1487893,21,Male,T30
INV03048,Karnataka,2723435,66,Female,T30
INV03049,Maharashtra,1832474,33,Female,T30
INV03050,Gujarat,1486813,60,Male,B30
INV03051,Gujarat,1019079,24,Male,B30
INV03052,Tamil Nadu,1399280,65,Male,T30
INV03053,Telangana,2925014,37,Female,B30
INV03054,Maharashtra,388070,68,Male,T30
INV03055,Karnataka,1402776,40,Female,T30
INV03056,Tamil Nadu,1106311,24,Female,T30
INV03057,Tamil Nadu,1348201,47,Male,T30
INV03058,Tamil Nadu,1547353,64,Female,T30
INV03059,Delhi,1394849,56,Female,T30
INV03060,Maharashtra,2130776,27,Male,T30
INV03061,Delhi,422954,69,Male,T30
INV03062,Karnataka,1032948,54,Female,T30
INV03063,Maharashtra,1757484,35,Female,T30
INV03064,Telangana,1356565,50,Female,B30
INV03065,Telangana,2370756,51,Male,B30
INV03066,Tamil Nadu,1358482,21,Male,T30
INV03067,Tamil Nadu,2039887,43,Male,T30
INV03068,Maharashtra,624064,46,Female,T30
INV03069,Maharashtra,2942201,23,Male,T30
INV03070,Delhi,863189,61,Female,T30
INV03071,Telangana,2192689,30,Female,B30
INV03072,Karnataka,2659369,22,Male,T30
INV03073,Maharashtra,210830,47,Female,T30
INV03074,Karnataka,1734116,25,Female,T30
INV03075,Delhi,756812,37,Male,T30
INV03076,Maharashtra,1236221,29,Male,T30
INV03077,Gujarat,561674,57,Male,B30
INV03078,Delhi,1174658,37,Female,T30
INV03079,Telangana,1471505,39,Male,B30
INV03080,Maharashtra,2571861,25,Male,T30
INV03081,Karnataka,3180812,41,Male,T30
INV03082,Delhi,1850633,62,Male,T30
INV03083,Delhi,1696440,24,Female,T30
INV03084,Karnataka,851281,61,Male,T30
INV03085,Delhi,627346,49,Male,T30
INV03086,Karnataka,579015,26,Female,T30
INV03087,Tamil Nadu,707417,66,Female,T30
INV03088,Delhi,2782701,25,Male,T30
INV03089,Delhi,3178199,64,Female,T30
INV03090,Maharashtra,726234,22,Male,T30
INV03091,Karnataka,1129633,62,Female,T30
INV03092,Maharashtra,1233370,49,Female,T30
INV03093,Gujarat,1320996,50,Female,B30
INV03094,Telangana,2006204,44,Male,B30
INV03095,Karnataka,968330,22,Male,T30
INV03096,Gujarat,2905953,42,Female,B30
INV03097,Delhi,881138,33,Female,T30
INV03098,Gujarat,327622,25,Female,B30
INV03099,Delhi,1719607,26,Male,T30
INV03100,Telangana,899819,54,Male,B30
INV03101,Delhi,1940942,23,Male,T30
INV03102,Karnataka,1475629,34,Male,T30
INV03103,Gujarat,1216849,47,Male,B30
INV03104,Maharashtra,1476206,63,Female,T30
INV03105,Delhi,883989,43,Female,T30
INV03106,Gujarat,1237658,42,Male,B30
INV03107,Gujarat,1406844,44,Male,B30
INV03108,Karnataka,1822877,55,Female,T30
INV03109,Gujarat,1048332,53,Male,B30
INV03110,Delhi,1737921,42,Female,T30
INV03111,Maharashtra,960045,29,Female,T30
INV03112,Gujarat,2105229,59,Female,B30
INV03113,Maharashtra,1023489,48,Male,T30
INV03114,Maharashtra,556533,40,Female,T30
INV03115,Maharashtra,1041066,28,Male,T30
INV03116,Maharashtra,1602369,45,Female,T30
INV03117,Gujarat,1395524,61,Female,B30
INV03118,Karnataka,2659131,35,Female,T30
INV03119,Gujarat,3340461,41,Female,B30
INV03120,Karnataka,3798823,37,Male,T30
INV03121,Tamil Nadu,2206336,26,Male,T30
INV03122,Gujarat,1527349,46,Female,B30
INV03123,Tamil Nadu,2136001,54,Female,T30
INV03124,Gujarat,1248005,67,Male,B30
INV03125,Maharashtra,2200031,68,Female,T30
INV03126,Gujarat,638831,70,Male,B30
INV03127,Maharashtra,1353899,54,Male,T30
INV03128,Maharashtra,1031246,60,Male,T30
INV03129,Gujarat,474368,26,Male,B30
INV03130,Gujarat,1892325,65,Male,B30
INV03131,Gujarat,2675497,32,Male,B30
INV03132,Delhi,1631659,62,Male,T30
INV03133,Telangana,1675458,55,Female,B30
INV03134,Delhi,1487659,36,Female,T30
INV03135,Gujarat,1560358,65,Male,B30
INV03136,Telangana,2023568,46,Female,B30
INV03137,Telangana,1223434,43,Male,B30
INV03138,Tamil Nadu,1275428,43,Male,T30
INV03139,Maharashtra,2290527,56,Male,T30
INV03140,Karnataka,1471484,32,Male,T30
